Index,Tag,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries
132,Lion: 8528,IR-SAT Tag,72,2/3/2025 19:10,Every 2 hours,-3.613163°,38.215660°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[-14952,5643,504]",N,0,Y,0
133,Lion: 8531,IR-SAT Tag,72,2/3/2025 20:44,Every 2 hours,-3.650267°,38.127052°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[5439,7289,13215]",N,0,Y,0
134,Lion: 8530,IR-SAT Tag,72,2/3/2025 20:44,Every 2 hours,-3.543082°,38.080647°,(-),10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[8835,-7412,11088]",N,0,Y,0
135,Lion: 8529,IR-SAT Tag,72,2/3/2025 20:53,Every 2 hours,-3.508710°,38.128307°,(-),<10 meters,2 km/h,3.63 Volt,29°C,(-),Y,"[4230,-5766,11790]",N,0,Y,0
136,Lion: 8528,IR-SAT Tag,72,2/3/2025 21:10,Every 2 hours,-3.608660°,38.220900°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[9035,3989,19598]",N,0,Y,0
137,Lion: 8531,IR-SAT Tag,72,2/3/2025 22:45,Every 2 hours,-3.650008°,38.126697°,(-),<10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[8933,-264,13457]",N,0,Y,0
138,Lion: 8530,IR-SAT Tag,72,2/3/2025 22:45,Every 2 hours,-3.542982°,38.080537°,(-),10 meters,0 km/h,3.65 Volt,36°C,(-),Y,"[7332,13552,7415]",N,0,Y,0
139,Lion: 8529,IR-SAT Tag,72,2/3/2025 22:54,Every 2 hours,-3.510290°,38.123435°,(-),<10 meters,0 km/h,3.63 Volt,34°C,(-),Y,"[4276,3185,15017]",N,0,Y,0
140,Lion: 8528,IR-SAT Tag,72,2/3/2025 23:12,Every 2 hours,-3.607237°,38.222197°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[16308,792,-1087]",N,0,N,2
141,Lion: 8531,IR-SAT Tag,72,2/4/2025 0:45,Every 2 hours,-3.649975°,38.126712°,(-),10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[13214,9278,-3471]",N,0,N,2
142,Lion: 8530,IR-SAT Tag,72,2/4/2025 0:46,Every 2 hours,-3.543490°,38.080678°,(-),<10 meters,0 km/h,3.65 Volt,36°C,(-),Y,"[-12584,1628,9051]",N,0,Y,0
143,Lion: 8529,IR-SAT Tag,72,2/4/2025 0:55,Every 2 hours,-3.510280°,38.123473°,(-),<10 meters,0 km/h,3.64 Volt,34°C,(-),Y,"[15839,1508,-2920]",N,0,N,2
144,Lion: 8528,IR-SAT Tag,72,2/4/2025 1:13,Every 2 hours,-3.607467°,38.222115°,(-),10 meters,6 km/h,3.69 Volt,36°C,(-),Y,"[-14140,-2780,-6085]",N,0,N,2
145,Lion: 8531,IR-SAT Tag,72,2/4/2025 2:46,Every 2 hours,-3.649995°,38.126478°,(-),10 meters,0 km/h,3.69 Volt,44°C,(-),Y,"[11527,6027,9829]",N,0,Y,0
146,Lion: 8530,IR-SAT Tag,72,2/4/2025 2:47,Every 2 hours,-3.543435°,38.080785°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-6637,-326,13910]",N,0,Y,0
147,Lion: 8529,IR-SAT Tag,72,2/4/2025 2:55,Every 2 hours,-3.510258°,38.123518°,(-),10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[6310,2377,14449]",N,0,N,2
148,Lion: 8528,IR-SAT Tag,72,2/4/2025 3:14,Every 2 hours,-3.607153°,38.222228°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-10381,-639,11523]",N,0,N,2
149,Lion: 8531,IR-SAT Tag,72,2/4/2025 4:47,Every 2 hours,-3.649947°,38.126553°,(-),10 meters,1 km/h,3.69 Volt,40°C,(-),Y,"[-11064,-1397,-11574]",N,0,Y,0
150,Lion: 8530,IR-SAT Tag,72,2/4/2025 4:48,Every 2 hours,-3.543445°,38.080698°,(-),<10 meters,0 km/h,3.65 Volt,39°C,(-),Y,"[-9078,-3100,12104]",N,0,N,2
151,Lion: 8529,IR-SAT Tag,72,2/4/2025 4:56,Every 2 hours,-3.510253°,38.123520°,(-),<10 meters,0 km/h,3.63 Volt,37°C,(-),Y,"[-6965,2213,14172]",N,0,Y,0
152,Lion: 8528,IR-SAT Tag,72,2/4/2025 5:13,Every 2 hours,-3.607225°,38.222303°,(-),10 meters,0 km/h,3.69 Volt,48°C,(-),Y,"[3029,-10450,10974]",N,0,Y,0
153,Lion: 8531,IR-SAT Tag,72,2/4/2025 6:47,Every 2 hours,-3.649912°,38.126500°,(-),<10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[-12429,1740,9261]",N,0,Y,0
154,Lion: 8530,IR-SAT Tag,72,2/4/2025 6:48,Every 2 hours,-3.543448°,38.080688°,(-),10 meters,0 km/h,3.65 Volt,36°C,(-),Y,"[14207,-2138,-8088]",N,0,N,2
155,Lion: 8529,IR-SAT Tag,72,2/4/2025 6:56,Every 2 hours,-3.510157°,38.123248°,(-),10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[15512,3232,3147]",N,0,N,4
157,Lion: 8531,IR-SAT Tag,72,2/4/2025 8:47,Every 2 hours,-3.649855°,38.126730°,(-),10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[15370,934,5542]",N,0,N,2
158,Lion: 8530,IR-SAT Tag,72,2/4/2025 8:49,Every 2 hours,-3.543427°,38.080693°,(-),10 meters,0 km/h,3.64 Volt,34°C,(-),Y,"[3042,-10819,11035]",N,0,Y,0
159,Lion: 8529,IR-SAT Tag,72,2/4/2025 8:58,Every 2 hours,-3.510147°,38.123297°,(-),10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[7946,-7651,11239]",N,0,Y,0
160,Lion: 8528,IR-SAT Tag,72,2/4/2025 9:15,Every 2 hours,-3.607752°,38.221662°,(-),<10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[6623,-7067,12073]",N,0,Y,0
161,Lion: 8531,IR-SAT Tag,72,2/4/2025 10:49,Every 2 hours,-3.653563°,38.136042°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[4456,-4159,-14823]",N,0,Y,0
162,Lion: 8530,IR-SAT Tag,72,2/4/2025 10:50,Every 2 hours,-3.551212°,38.089197°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[4004,1852,15149]",N,0,Y,1
163,Lion: 8529,IR-SAT Tag,72,2/4/2025 10:58,Every 2 hours,-3.510042°,38.123228°,(-),<10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[7428,-4148,13419]",N,0,Y,0
164,Lion: 8528,IR-SAT Tag,72,2/4/2025 11:15,Every 2 hours,-3.605660°,38.211077°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[7285,-3768,13250]",N,0,Y,0
165,Lion: 8531,IR-SAT Tag,72,2/4/2025 12:49,Every 2 hours,-3.654313°,38.135767°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-13826,-6198,-3552]",N,0,N,2
166,Lion: 8530,IR-SAT Tag,72,2/4/2025 12:50,Every 2 hours,-3.551013°,38.090135°,(-),<10 meters,3 km/h,3.65 Volt,29°C,(-),Y,"[9555,-9270,9905]",N,0,Y,0
167,Lion: 8529,IR-SAT Tag,72,2/4/2025 12:59,Every 2 hours,-3.507915°,38.118820°,(-),10 meters,5 km/h,3.63 Volt,29°C,(-),Y,"[8991,-2570,11191]",N,0,Y,0
168,Lion: 8528,IR-SAT Tag,72,2/4/2025 13:16,Every 2 hours,-3.605707°,38.210743°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[12016,-3244,9915]",N,0,Y,0
169,Lion: 8531,IR-SAT Tag,72,2/4/2025 14:49,Every 2 hours,-3.651817°,38.135645°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[-1102,-3861,15068]",N,0,Y,0
170,Lion: 8530,IR-SAT Tag,72,2/4/2025 14:51,Every 2 hours,-3.571700°,38.085922°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[-10403,-591,11537]",N,0,Y,0
171,Lion: 8529,IR-SAT Tag,72,2/4/2025 14:59,Every 2 hours,-3.504838°,38.119643°,(-),10 meters,0 km/h,3.64 Volt,28°C,(-),Y,"[10868,-5885,9896]",N,0,Y,0
172,Lion: 8528,IR-SAT Tag,72,2/4/2025 15:17,Every 2 hours,-3.617600°,38.204835°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[5143,-8664,11657]",N,0,Y,0
173,Lion: 8531,IR-SAT Tag,72,2/4/2025 16:51,Every 2 hours,-3.647617°,38.140888°,(-),<10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[-10820,-1653,10939]",N,0,Y,0
174,Lion: 8530,IR-SAT Tag,72,2/4/2025 16:51,Every 2 hours,-3.570907°,38.099762°,(-),<10 meters,4 km/h,3.65 Volt,29°C,(-),Y,"[16517,5033,20189]",N,0,Y,0
175,Lion: 8529,IR-SAT Tag,72,2/4/2025 17:00,Every 2 hours,-3.505320°,38.117503°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[4240,-4169,14706]",N,0,Y,0
176,Lion: 8528,IR-SAT Tag,72,2/4/2025 17:18,Every 2 hours,-3.617613°,38.204683°,(-),<10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[6370,-5820,12884]",N,0,N,4
177,Lion: 8531,IR-SAT Tag,72,2/4/2025 18:51,Every 2 hours,-3.647680°,38.140868°,(-),10 meters,1 km/h,3.69 Volt,28°C,(-),Y,"[7005,1478,14009]",N,0,Y,1
178,Lion: 8530,IR-SAT Tag,72,2/4/2025 18:53,Every 2 hours,-3.561623°,38.113832°,(-),<10 meters,3 km/h,3.65 Volt,28°C,(-),Y,"[8827,304,15087]",N,0,Y,0
179,Lion: 8529,IR-SAT Tag,72,2/4/2025 19:01,Every 2 hours,-3.488160°,38.101027°,(-),10 meters,2 km/h,3.64 Volt,26°C,(-),Y,"[3841,-2394,2173]",N,0,Y,0
180,Lion: 8528,IR-SAT Tag,72,2/4/2025 19:18,Every 2 hours,-3.617730°,38.204710°,(-),10 meters,0 km/h,3.69 Volt,28°C,(-),Y,"[10389,6365,-10614]",N,0,N,2
181,Lion: 8531,IR-SAT Tag,72,2/4/2025 20:52,Every 2 hours,-3.644483°,38.123073°,(-),<10 meters,3 km/h,3.69 Volt,28°C,(-),Y,"[6558,-6402,13231]",N,0,Y,0
182,Lion: 8530,IR-SAT Tag,72,2/4/2025 20:53,Every 2 hours,-3.552862°,38.105215°,(-),10 meters,0 km/h,3.64 Volt,28°C,(-),Y,"[9519,-2793,12709]",N,0,Y,0
183,Lion: 8529,IR-SAT Tag,72,2/4/2025 21:02,Every 2 hours,-3.489165°,38.100785°,(-),<10 meters,0 km/h,3.63 Volt,26°C,(-),Y,"[6993,-8699,11093]",N,0,Y,0
184,Lion: 8528,IR-SAT Tag,72,2/4/2025 21:19,Every 2 hours,-3.616693°,38.205682°,(-),10 meters,3 km/h,3.69 Volt,29°C,(-),Y,"[7697,-5717,12332]",N,0,Y,0
185,Lion: 8531,IR-SAT Tag,72,2/4/2025 22:52,Every 2 hours,-3.642492°,38.118247°,(-),<10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-5855,-597,14420]",N,0,Y,0
186,Lion: 8530,IR-SAT Tag,72,2/4/2025 22:54,Every 2 hours,-3.552410°,38.106855°,(-),10 meters,0 km/h,3.65 Volt,33°C,(-),Y,"[16458,1628,-1850]",N,0,N,2
187,Lion: 8529,IR-SAT Tag,72,2/4/2025 23:03,Every 2 hours,-3.489248°,38.101060°,(-),<10 meters,1 km/h,3.63 Volt,32°C,(-),Y,"[4948,193,13373]",N,0,Y,0
188,Lion: 8528,IR-SAT Tag,72,2/4/2025 23:20,Every 2 hours,-3.615982°,38.207122°,(-),<10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[4804,-9452,11239]",N,0,Y,0
189,Lion: 8531,IR-SAT Tag,72,2/5/2025 0:53,Every 2 hours,-3.642435°,38.118350°,(-),<10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[-13569,-98,-7901]",N,0,N,2
190,Lion: 8530,IR-SAT Tag,72,2/5/2025 0:54,Every 2 hours,-3.552417°,38.106875°,(-),10 meters,0 km/h,3.65 Volt,43°C,(-),Y,"[16361,-3151,-1107]",N,0,Y,0
191,Lion: 8529,IR-SAT Tag,72,2/5/2025 1:03,Every 2 hours,-3.489188°,38.100820°,(-),10 meters,3 km/h,3.64 Volt,36°C,(-),Y,"[15032,3255,-4998]",N,0,N,2
192,Lion: 8528,IR-SAT Tag,72,2/5/2025 1:20,Every 2 hours,-3.615943°,38.207173°,(-),<10 meters,0 km/h,3.69 Volt,45°C,(-),Y,"[6721,-4358,13672]",N,0,Y,1
193,Lion: 8531,IR-SAT Tag,72,2/5/2025 2:54,Every 2 hours,-3.642452°,38.118340°,(-),<10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-13014,-2556,8083]",N,0,Y,0
194,Lion: 8530,IR-SAT Tag,72,2/5/2025 2:56,Every 2 hours,-3.552367°,38.106905°,(-),20 meters,0 km/h,3.65 Volt,38°C,(-),Y,"[-11587,2761,-9990]",N,0,N,2
195,Lion: 8529,IR-SAT Tag,72,2/5/2025 3:04,Every 2 hours,-3.489148°,38.100855°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[15363,4550,-2489]",N,0,Y,0
197,Lion: 8531,IR-SAT Tag,72,2/5/2025 4:54,Every 2 hours,-3.642460°,38.118380°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[-12184,-2576,9243]",N,0,Y,0
198,Lion: 8530,IR-SAT Tag,72,2/5/2025 4:56,Every 2 hours,-3.552398°,38.106880°,(-),10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[-11939,-2206,9537]",N,0,N,2
199,Lion: 8529,IR-SAT Tag,72,2/5/2025 5:04,Every 2 hours,-3.489150°,38.100898°,(-),10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[15832,1419,-2892]",N,0,Y,0
200,Lion: 8528,IR-SAT Tag,72,2/5/2025 5:22,Every 2 hours,-3.615833°,38.207218°,(-),10 meters,0 km/h,3.69 Volt,43°C,(-),Y,"[-14023,2610,-6940]",N,0,N,2
201,Lion: 8531,IR-SAT Tag,72,2/5/2025 6:55,Every 2 hours,-3.642460°,38.118350°,(-),10 meters,0 km/h,3.69 Volt,38°C,(-),Y,"[-15541,-416,1701]",N,0,Y,0
202,Lion: 8530,IR-SAT Tag,72,2/5/2025 6:57,Every 2 hours,-3.552417°,38.106888°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[-8797,-4680,11863]",N,0,N,2
203,Lion: 8529,IR-SAT Tag,72,2/5/2025 7:05,Every 2 hours,-3.489157°,38.100925°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-10729,483,11795]",N,0,Y,0
204,Lion: 8528,IR-SAT Tag,72,2/5/2025 7:22,Every 2 hours,-3.615880°,38.207218°,(-),<10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[8585,-7219,10909]",N,0,Y,0
205,Lion: 8531,IR-SAT Tag,72,2/5/2025 8:55,Every 2 hours,-3.642427°,38.118370°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-13200,-493,8348]",N,0,Y,0
206,Lion: 8530,IR-SAT Tag,72,2/5/2025 8:57,Every 2 hours,-3.552388°,38.107022°,(-),10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[-10410,-2512,11320]",N,0,Y,0
207,Lion: 8529,IR-SAT Tag,72,2/5/2025 9:06,Every 2 hours,-3.481085°,38.106400°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[6697,-8274,11564]",N,0,Y,0
208,Lion: 8528,IR-SAT Tag,72,2/5/2025 9:23,Every 2 hours,-3.612873°,38.210632°,(-),<10 meters,5 km/h,3.69 Volt,33°C,(-),Y,"[7496,-4171,11568]",N,0,Y,0
209,Lion: 8531,IR-SAT Tag,72,2/5/2025 10:57,Every 2 hours,-3.642192°,38.118295°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[-6776,-11636,-3037]",N,0,Y,0
210,Lion: 8530,IR-SAT Tag,72,2/5/2025 10:58,Every 2 hours,-3.559655°,38.112860°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[9373,-7759,10520]",N,0,Y,0
211,Lion: 8529,IR-SAT Tag,72,2/5/2025 11:06,Every 2 hours,-3.460910°,38.111253°,(-),10 meters,3 km/h,3.64 Volt,30°C,(-),Y,"[5759,-4210,11576]",N,0,N,2
212,Lion: 8528,IR-SAT Tag,72,2/5/2025 11:23,Every 2 hours,-3.612927°,38.212143°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[7584,5489,12890]",N,0,Y,0
213,Lion: 8531,IR-SAT Tag,72,2/5/2025 12:57,Every 2 hours,-3.642053°,38.118218°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[15933,3088,2917]",N,0,N,2
214,Lion: 8530,IR-SAT Tag,72,2/5/2025 12:58,Every 2 hours,-3.555642°,38.126383°,(-),10 meters,1 km/h,3.64 Volt,30°C,(-),Y,"[13903,371,21506]",N,0,Y,1
215,Lion: 8529,IR-SAT Tag,72,2/5/2025 13:07,Every 2 hours,-3.461985°,38.114025°,(-),<10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[-10372,-941,12104]",N,0,Y,0
216,Lion: 8528,IR-SAT Tag,72,2/5/2025 13:24,Every 2 hours,-3.612880°,38.212107°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[5047,-7578,12478]",N,0,N,2
217,Lion: 8531,IR-SAT Tag,72,2/5/2025 14:58,Every 2 hours,-3.633202°,38.121425°,(-),<10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[2930,-497,12769]",N,0,Y,0
218,Lion: 8530,IR-SAT Tag,72,2/5/2025 15:00,Every 2 hours,-3.587683°,38.146397°,(-),<10 meters,3 km/h,3.65 Volt,30°C,(-),Y,"[10368,-6989,15399]",N,0,N,3
219,Lion: 8529,IR-SAT Tag,72,2/5/2025 15:08,Every 2 hours,-3.461960°,38.114047°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[9610,-6299,10742]",N,0,Y,0
220,Lion: 8528,IR-SAT Tag,72,2/5/2025 15:25,Every 2 hours,-3.640503°,38.208735°,(-),<10 meters,2 km/h,3.69 Volt,31°C,(-),Y,"[6550,-1194,11907]",N,0,Y,0
221,Lion: 8531,IR-SAT Tag,72,2/5/2025 16:59,Every 2 hours,-3.632817°,38.121843°,(-),<10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[6391,-5607,13277]",N,0,N,2
222,Lion: 8530,IR-SAT Tag,72,2/5/2025 17:00,Every 2 hours,-3.610363°,38.166533°,(-),10 meters,5 km/h,3.64 Volt,29°C,(-),Y,"[6349,-6065,14598]",N,0,Y,0
223,Lion: 8529,IR-SAT Tag,72,2/5/2025 17:08,Every 2 hours,-3.462153°,38.114027°,(-),10 meters,0 km/h,3.63 Volt,27°C,(-),Y,"[13000,-5157,7163]",N,0,Y,0
224,Lion: 8528,IR-SAT Tag,72,2/5/2025 17:26,Every 2 hours,-3.639992°,38.208248°,(-),<10 meters,2 km/h,3.69 Volt,29°C,(-),Y,"[4860,-3430,14507]",N,0,N,2
225,Lion: 8531,IR-SAT Tag,72,2/5/2025 18:59,Every 2 hours,-3.625863°,38.115035°,(-),10 meters,0 km/h,3.69 Volt,28°C,(-),Y,"[1975,-5575,14587]",N,0,Y,1
226,Lion: 8530,IR-SAT Tag,72,2/5/2025 19:01,Every 2 hours,-3.619762°,38.166862°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[2445,-997,18353]",N,0,Y,1
227,Lion: 8529,IR-SAT Tag,72,2/5/2025 19:10,Every 2 hours,-3.462255°,38.113798°,(-),<10 meters,0 km/h,3.63 Volt,26°C,(-),Y,"[-11282,-2251,11027]",N,0,Y,0
228,Lion: 8528,IR-SAT Tag,72,2/5/2025 19:27,Every 2 hours,-3.645092°,38.200872°,(-),10 meters,4 km/h,3.69 Volt,30°C,(-),Y,"[5300,-6769,12901]",N,0,Y,0
229,Lion: 8531,IR-SAT Tag,72,2/5/2025 21:00,Every 2 hours,-3.626982°,38.115368°,(-),<10 meters,2 km/h,3.69 Volt,27°C,(-),Y,"[7671,-2754,13328]",N,0,Y,0
230,Lion: 8530,IR-SAT Tag,72,2/5/2025 21:02,Every 2 hours,-3.593087°,38.175747°,(-),<10 meters,3 km/h,3.64 Volt,29°C,(-),Y,"[6824,-901,11837]",N,0,Y,0
231,Lion: 8529,IR-SAT Tag,72,2/5/2025 21:10,Every 2 hours,-3.494987°,38.099207°,(-),<10 meters,0 km/h,3.63 Volt,28°C,(-),Y,"[9410,1476,13558]",N,0,Y,0
232,Lion: 8528,IR-SAT Tag,72,2/5/2025 21:27,Every 2 hours,-3.636532°,38.212692°,(-),<10 meters,3 km/h,3.69 Volt,32°C,(-),Y,"[8306,1227,13776]",N,0,N,2
233,Lion: 8531,IR-SAT Tag,72,2/5/2025 23:00,Every 2 hours,-3.627417°,38.115363°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[3301,-6920,13851]",N,0,Y,0
234,Lion: 8530,IR-SAT Tag,72,2/5/2025 23:02,Every 2 hours,-3.582530°,38.172633°,(-),10 meters,0 km/h,3.65 Volt,41°C,(-),Y,"[5856,-9912,11498]",N,0,Y,0
235,Lion: 8529,IR-SAT Tag,72,2/5/2025 23:11,Every 2 hours,-3.503592°,38.097523°,(-),10 meters,2 km/h,3.64 Volt,33°C,(-),Y,"[5501,2039,14451]",N,0,Y,0
236,Lion: 8528,IR-SAT Tag,72,2/5/2025 23:28,Every 2 hours,-3.624450°,38.223347°,(-),<10 meters,0 km/h,3.69 Volt,38°C,(-),Y,"[4621,-7421,12665]",N,0,N,2
237,Lion: 8531,IR-SAT Tag,72,2/6/2025 1:01,Every 2 hours,-3.628662°,38.113307°,(-),<10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[14624,3404,6495]",N,0,Y,0
238,Lion: 8530,IR-SAT Tag,72,2/6/2025 1:03,Every 2 hours,-3.580462°,38.170680°,(-),<10 meters,3 km/h,3.65 Volt,38°C,(-),Y,"[8176,-2414,12007]",N,0,Y,1
239,Lion: 8529,IR-SAT Tag,72,2/6/2025 1:12,Every 2 hours,-3.505068°,38.097245°,(-),10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[-14220,-4824,5549]",N,0,N,2
240,Lion: 8528,IR-SAT Tag,72,2/6/2025 1:29,Every 2 hours,-3.624608°,38.223277°,(-),10 meters,0 km/h,3.69 Volt,38°C,(-),Y,"[2572,-9846,11563]",N,0,Y,0
241,Lion: 8531,IR-SAT Tag,72,2/6/2025 3:01,Every 2 hours,-3.628480°,38.113182°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-9807,296,12053]",N,0,N,2
242,Lion: 8530,IR-SAT Tag,72,2/6/2025 3:04,Every 2 hours,-3.578668°,38.169587°,(-),10 meters,0 km/h,3.65 Volt,38°C,(-),Y,"[7954,-9700,-11177]",N,0,N,2
243,Lion: 8529,IR-SAT Tag,72,2/6/2025 3:12,Every 2 hours,-3.504845°,38.096845°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[-9511,-2472,12550]",N,0,N,2
244,Lion: 8528,IR-SAT Tag,72,2/6/2025 3:29,Every 2 hours,-3.624658°,38.223330°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[13889,5098,7043]",N,0,N,2
245,Lion: 8531,IR-SAT Tag,72,2/6/2025 5:04,Every 2 hours,-3.628450°,38.113185°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[16308,-1336,-1695]",N,0,N,2
247,Lion: 8529,IR-SAT Tag,72,2/6/2025 5:13,Every 2 hours,-3.504868°,38.096868°,(-),10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[8545,-5797,11775]",N,0,Y,0
248,Lion: 8528,IR-SAT Tag,72,2/6/2025 5:30,Every 2 hours,-3.624712°,38.223332°,(-),<10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[15037,417,5868]",N,0,N,2
249,Lion: 8531,IR-SAT Tag,72,2/6/2025 7:04,Every 2 hours,-3.628443°,38.113210°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[12469,-2108,-10280]",N,0,N,2
250,Lion: 8530,IR-SAT Tag,72,2/6/2025 7:05,Every 2 hours,-3.579078°,38.169265°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-11870,-9001,4369]",N,0,N,2
251,Lion: 8529,IR-SAT Tag,72,2/6/2025 7:14,Every 2 hours,-3.504343°,38.097510°,(-),10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[-13560,-883,8331]",N,0,N,2
252,Lion: 8528,IR-SAT Tag,72,2/6/2025 7:31,Every 2 hours,-3.623412°,38.223298°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-15128,-1463,4073]",N,0,Y,0
253,Lion: 8531,IR-SAT Tag,72,2/6/2025 9:04,Every 2 hours,-3.626703°,38.115965°,(-),<10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[4812,-6883,13233]",N,0,Y,1
254,Lion: 8530,IR-SAT Tag,72,2/6/2025 9:06,Every 2 hours,-3.578508°,38.168032°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[16601,-84,1957]",N,0,N,2
255,Lion: 8529,IR-SAT Tag,72,2/6/2025 9:14,Every 2 hours,-3.504327°,38.097542°,(-),10 meters,0 km/h,3.63 Volt,33°C,(-),Y,"[-8882,1563,13175]",N,0,Y,0
256,Lion: 8528,IR-SAT Tag,72,2/6/2025 9:31,Every 2 hours,-3.623292°,38.223315°,(-),10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[-15649,-1196,1390]",N,0,N,2
257,Lion: 8531,IR-SAT Tag,72,2/6/2025 11:04,Every 2 hours,-3.626092°,38.116377°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[11471,5413,10156]",N,0,Y,0
258,Lion: 8530,IR-SAT Tag,72,2/6/2025 11:07,Every 2 hours,-3.578537°,38.168065°,(-),<10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[16239,530,-3619]",N,0,Y,1
259,Lion: 8529,IR-SAT Tag,72,2/6/2025 11:15,Every 2 hours,-3.504375°,38.097528°,(-),10 meters,0 km/h,3.63 Volt,30°C,(-),Y,"[-12466,-224,-10245]",N,0,N,2
260,Lion: 8528,IR-SAT Tag,72,2/6/2025 11:32,Every 2 hours,-3.616225°,38.225885°,(-),<10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-10980,2574,10935]",N,0,Y,0
261,Lion: 8531,IR-SAT Tag,72,2/6/2025 13:05,Every 2 hours,-3.626185°,38.116348°,(-),<10 meters,0 km/h,3.69 Volt,28°C,(-),Y,"[-2938,4071,14953]",N,0,Y,0
262,Lion: 8530,IR-SAT Tag,72,2/6/2025 13:07,Every 2 hours,-3.578517°,38.167960°,(-),10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[-15592,-1582,-716]",N,0,Y,0
