Index,Tag,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries
421,Lion: 8530,IR-SAT Tag,72,2/9/2025 17:34,Every 2 hours,-3.673970°,38.171517°,(-),10 meters,0 km/h,3.65 Volt,31°C,(-),Y,"[5401,6351,13376]",N,0,Y,0
422,Lion: 8529,IR-SAT Tag,72,2/9/2025 17:42,Every 2 hours,-3.454755°,38.152818°,(-),<10 meters,1 km/h,3.63 Volt,29°C,(-),Y,"[7762,2000,16602]",N,0,Y,1
423,Lion: 8528,IR-SAT Tag,72,2/9/2025 18:00,Every 2 hours,-3.599848°,38.194680°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[15533,655,-4592]",N,0,Y,0
424,Lion: 8531,IR-SAT Tag,72,2/9/2025 19:31,Every 2 hours,-3.669980°,38.126220°,(-),<10 meters,4 km/h,3.69 Volt,30°C,(-),Y,"[2793,12682,15441]",N,0,Y,0
425,Lion: 8530,IR-SAT Tag,72,2/9/2025 19:36,Every 2 hours,-3.672883°,38.170555°,(-),10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[-1296,3969,-15591]",N,0,Y,1
426,Lion: 8529,IR-SAT Tag,72,2/9/2025 19:42,Every 2 hours,-3.461927°,38.156982°,(-),10 meters,0 km/h,3.63 Volt,27°C,(-),Y,"[8665,-5180,12150]",N,0,Y,0
427,Lion: 8528,IR-SAT Tag,72,2/9/2025 20:00,Every 2 hours,-3.599172°,38.204488°,(-),<10 meters,2 km/h,3.69 Volt,31°C,(-),Y,"[8389,1728,16649]",N,0,Y,0
428,Lion: 8531,IR-SAT Tag,72,2/9/2025 21:31,Every 2 hours,-3.664490°,38.125293°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[16329,2068,213]",N,0,N,2
429,Lion: 8530,IR-SAT Tag,72,2/9/2025 21:35,Every 2 hours,-3.669065°,38.168047°,(-),<10 meters,0 km/h,3.65 Volt,33°C,(-),Y,"[-13821,-660,7181]",N,0,Y,0
430,Lion: 8529,IR-SAT Tag,72,2/9/2025 21:43,Every 2 hours,-3.465962°,38.168412°,(-),<10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[4345,5228,14494]",N,0,Y,0
431,Lion: 8528,IR-SAT Tag,72,2/9/2025 22:00,Every 2 hours,-3.603910°,38.219960°,(-),10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[15425,2760,-4471]",N,0,N,2
432,Lion: 8531,IR-SAT Tag,72,2/9/2025 23:32,Every 2 hours,-3.664190°,38.125423°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[15899,4084,-1617]",N,0,N,4
433,Lion: 8530,IR-SAT Tag,72,2/9/2025 23:36,Every 2 hours,-3.669740°,38.167433°,(-),<10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[-14677,-82,5170]",N,0,Y,1
434,Lion: 8529,IR-SAT Tag,72,2/9/2025 23:44,Every 2 hours,-3.465957°,38.168420°,(-),10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[15052,5409,2618]",N,0,N,2
436,Lion: 8531,IR-SAT Tag,72,2/10/2025 1:32,Every 2 hours,-3.664173°,38.125413°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-12965,-1467,7974]",N,0,Y,0
437,Lion: 8530,IR-SAT Tag,72,2/10/2025 1:37,Every 2 hours,-3.669060°,38.168078°,(-),<10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[8467,-4461,12755]",N,0,N,4
438,Lion: 8529,IR-SAT Tag,72,2/10/2025 1:45,Every 2 hours,-3.465917°,38.168358°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[-9646,3108,12375]",N,0,N,2
439,Lion: 8528,IR-SAT Tag,72,2/10/2025 2:00,Every 2 hours,-3.603943°,38.219893°,(-),<10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-5751,-2798,14119]",N,0,Y,0
440,Lion: 8531,IR-SAT Tag,72,2/10/2025 3:35,Every 2 hours,-3.664337°,38.125435°,(-),20 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-11951,1905,-9958]",N,0,N,2
441,Lion: 8530,IR-SAT Tag,72,2/10/2025 3:37,Every 2 hours,-3.669017°,38.167717°,(-),10 meters,0 km/h,3.64 Volt,42°C,(-),Y,"[-4278,9927,-12844]",N,0,Y,0
442,Lion: 8529,IR-SAT Tag,72,2/10/2025 3:45,Every 2 hours,-3.466017°,38.168557°,(-),<10 meters,0 km/h,3.64 Volt,46°C,(-),Y,"[15010,6049,2249]",N,0,N,2
443,Lion: 8528,IR-SAT Tag,72,2/10/2025 4:00,Every 2 hours,-3.603975°,38.219870°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[-12660,-3633,8247]",N,0,N,2
444,Lion: 8531,IR-SAT Tag,72,2/10/2025 5:34,Every 2 hours,-3.664188°,38.125398°,(-),<10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[16417,372,747]",N,0,Y,0
445,Lion: 8530,IR-SAT Tag,72,2/10/2025 5:38,Every 2 hours,-3.668992°,38.167712°,(-),<10 meters,0 km/h,3.64 Volt,43°C,(-),Y,"[16219,-3788,-104]",N,0,Y,0
446,Lion: 8529,IR-SAT Tag,72,2/10/2025 5:47,Every 2 hours,-3.465995°,38.168368°,(-),10 meters,0 km/h,3.64 Volt,56°C,(-),Y,"[14958,-3087,-4654]",N,0,N,2
448,Lion: 8531,IR-SAT Tag,72,2/10/2025 7:36,Every 2 hours,-3.664178°,38.125430°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[960,2790,-15545]",N,0,N,2
449,Lion: 8530,IR-SAT Tag,72,2/10/2025 7:39,Every 2 hours,-3.669950°,38.167223°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[16403,443,3087]",N,0,N,2
450,Lion: 8529,IR-SAT Tag,72,2/10/2025 7:47,Every 2 hours,-3.465955°,38.168372°,(-),10 meters,0 km/h,3.63 Volt,39°C,(-),Y,"[15578,4160,-1488]",N,0,Y,0
451,Lion: 8528,IR-SAT Tag,72,2/10/2025 8:00,Every 2 hours,-3.603907°,38.219952°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[13216,-6178,6160]",N,0,Y,0
452,Lion: 8531,IR-SAT Tag,72,2/10/2025 9:35,Every 2 hours,-3.664220°,38.125377°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[8564,-7324,11475]",N,0,N,2
453,Lion: 8530,IR-SAT Tag,72,2/10/2025 9:40,Every 2 hours,-3.670353°,38.166753°,(-),<10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[-15434,-1452,829]",N,0,N,2
454,Lion: 8529,IR-SAT Tag,72,2/10/2025 9:49,Every 2 hours,-3.469025°,38.170108°,(-),10 meters,0 km/h,3.63 Volt,36°C,(-),Y,"[-2071,-7298,-13746]",N,0,N,2
455,Lion: 8528,IR-SAT Tag,72,2/10/2025 10:00,Every 2 hours,-3.603720°,38.219857°,(-),10 meters,0 km/h,3.69 Volt,35°C,(-),Y,"[-14198,-1537,-6603]",N,0,Y,0
456,Lion: 8531,IR-SAT Tag,72,2/10/2025 11:36,Every 2 hours,-3.664308°,38.125430°,(-),<10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-8218,1098,13172]",N,0,Y,1
457,Lion: 8530,IR-SAT Tag,72,2/10/2025 11:41,Every 2 hours,-3.670438°,38.166692°,(-),10 meters,0 km/h,3.64 Volt,36°C,(-),Y,"[12844,-1439,-10007]",N,0,N,2
458,Lion: 8529,IR-SAT Tag,72,2/10/2025 11:48,Every 2 hours,-3.472860°,38.168442°,(-),<10 meters,0 km/h,3.63 Volt,30°C,(-),Y,"[-11233,-2092,11060]",N,0,Y,0
459,Lion: 8528,IR-SAT Tag,72,2/10/2025 12:00,Every 2 hours,-3.603688°,38.219863°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[12123,-2039,-10196]",N,0,Y,1
460,Lion: 8531,IR-SAT Tag,72,2/10/2025 13:36,Every 2 hours,-3.664347°,38.125398°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[6928,4971,13728]",N,0,Y,1
461,Lion: 8530,IR-SAT Tag,72,2/10/2025 13:41,Every 2 hours,-3.670380°,38.166643°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[16411,-2094,-1563]",N,0,Y,0
462,Lion: 8529,IR-SAT Tag,72,2/10/2025 13:49,Every 2 hours,-3.471940°,38.173360°,(-),<10 meters,3 km/h,3.63 Volt,29°C,(-),Y,"[11873,-1190,18803]",N,0,Y,0
463,Lion: 8528,IR-SAT Tag,72,2/10/2025 14:00,Every 2 hours,-3.603712°,38.219838°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[-10903,-2638,10802]",N,0,Y,0
464,Lion: 8531,IR-SAT Tag,72,2/10/2025 15:37,Every 2 hours,-3.661452°,38.136292°,(-),<10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[6865,-7749,12055]",N,0,Y,0
465,Lion: 8530,IR-SAT Tag,72,2/10/2025 15:41,Every 2 hours,-3.670340°,38.166613°,(-),10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[15679,790,-5265]",N,0,Y,0
466,Lion: 8529,IR-SAT Tag,72,2/10/2025 15:50,Every 2 hours,-3.473310°,38.169242°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[-11276,-1476,11351]",N,0,N,4
467,Lion: 8528,IR-SAT Tag,72,2/10/2025 16:00,Every 2 hours,-3.603700°,38.219940°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-15452,-1806,-2267]",N,0,N,2
468,Lion: 8531,IR-SAT Tag,72,2/10/2025 17:39,Every 2 hours,-3.648198°,38.136825°,(-),10 meters,3 km/h,3.69 Volt,32°C,(-),Y,"[5627,-3898,-14557]",N,0,N,2
469,Lion: 8530,IR-SAT Tag,72,2/10/2025 17:42,Every 2 hours,-3.670232°,38.166507°,(-),<10 meters,0 km/h,3.65 Volt,33°C,(-),Y,"[11906,-7810,7807]",N,0,Y,0
470,Lion: 8529,IR-SAT Tag,72,2/10/2025 17:50,Every 2 hours,-3.472902°,38.168657°,(-),<10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[4716,-4551,13126]",N,0,Y,1
471,Lion: 8528,IR-SAT Tag,72,2/10/2025 18:00,Every 2 hours,-3.603720°,38.219832°,(-),<10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[-11280,2341,10709]",N,0,Y,0
472,Lion: 8531,IR-SAT Tag,72,2/10/2025 19:39,Every 2 hours,-3.645885°,38.132350°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[-6069,-4564,-13771]",N,0,N,6
473,Lion: 8530,IR-SAT Tag,72,2/10/2025 19:43,Every 2 hours,-3.653975°,38.164557°,(-),<10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[7247,3478,14453]",N,0,N,2
474,Lion: 8529,IR-SAT Tag,72,2/10/2025 19:51,Every 2 hours,-3.472928°,38.168633°,(-),<10 meters,0 km/h,3.63 Volt,28°C,(-),Y,"[13359,-5248,6580]",N,0,Y,0
475,Lion: 8528,IR-SAT Tag,72,2/10/2025 20:00,Every 2 hours,-3.603708°,38.219878°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[9589,1883,12480]",N,0,Y,0
476,Lion: 8531,IR-SAT Tag,72,2/10/2025 21:40,Every 2 hours,-3.646470°,38.130308°,(-),20 meters,4 km/h,3.69 Volt,34°C,(-),Y,"[-1900,5535,-14834]",N,0,Y,0
477,Lion: 8530,IR-SAT Tag,72,2/10/2025 21:43,Every 2 hours,-3.630260°,38.172478°,(-),<10 meters,0 km/h,3.64 Volt,32°C,(-),Y,"[16383,360,-2899]",N,0,N,2
478,Lion: 8529,IR-SAT Tag,72,2/10/2025 21:52,Every 2 hours,-3.490572°,38.194090°,(-),<10 meters,0 km/h,3.63 Volt,33°C,(-),Y,"[15688,2144,-2816]",N,0,N,2
479,Lion: 8528,IR-SAT Tag,72,2/10/2025 22:00,Every 2 hours,-3.603928°,38.219908°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[16161,1126,955]",N,0,N,2
480,Lion: 8531,IR-SAT Tag,72,2/10/2025 23:40,Every 2 hours,-3.655567°,38.121350°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[9838,-5143,11696]",N,0,N,2
481,Lion: 8530,IR-SAT Tag,72,2/10/2025 23:45,Every 2 hours,-3.630715°,38.172653°,(-),10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[-12898,-4345,7558]",N,0,Y,1
482,Lion: 8529,IR-SAT Tag,72,2/10/2025 23:53,Every 2 hours,-3.491895°,38.194768°,(-),<10 meters,0 km/h,3.63 Volt,35°C,(-),Y,"[-12114,-956,10393]",N,0,Y,0
483,Lion: 8528,IR-SAT Tag,72,2/11/2025 0:00,Every 2 hours,-3.604000°,38.219800°,(-),10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[-12882,7550,-5661]",N,0,N,2
484,Lion: 8531,IR-SAT Tag,72,2/11/2025 1:41,Every 2 hours,-3.655595°,38.121385°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-3276,-3809,14823]",N,0,Y,0
485,Lion: 8530,IR-SAT Tag,72,2/11/2025 1:45,Every 2 hours,-3.630748°,38.172568°,(-),10 meters,0 km/h,3.64 Volt,40°C,(-),Y,"[6761,-3334,13992]",N,0,Y,0
486,Lion: 8529,IR-SAT Tag,72,2/11/2025 1:53,Every 2 hours,-3.492198°,38.194485°,(-),10 meters,0 km/h,3.63 Volt,37°C,(-),Y,"[7790,-4125,12312]",N,0,N,4
487,Lion: 8528,IR-SAT Tag,72,2/11/2025 2:00,Every 2 hours,-3.604058°,38.219915°,(-),10 meters,0 km/h,3.69 Volt,43°C,(-),Y,"[-14424,-4840,3275]",N,0,Y,0
488,Lion: 8531,IR-SAT Tag,72,2/11/2025 3:41,Every 2 hours,-3.656847°,38.121220°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[4793,-9223,11718]",N,0,N,2
489,Lion: 8530,IR-SAT Tag,72,2/11/2025 3:46,Every 2 hours,-3.631528°,38.174653°,(-),<10 meters,0 km/h,3.65 Volt,44°C,(-),Y,"[-11248,402,10806]",N,0,Y,0
490,Lion: 8529,IR-SAT Tag,72,2/11/2025 3:54,Every 2 hours,-3.492353°,38.194258°,(-),10 meters,0 km/h,3.63 Volt,37°C,(-),Y,"[5783,-7145,12817]",N,0,N,2
491,Lion: 8528,IR-SAT Tag,72,2/11/2025 4:00,Every 2 hours,-3.604015°,38.219825°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[14912,-5887,227]",N,0,Y,0
492,Lion: 8531,IR-SAT Tag,72,2/11/2025 5:42,Every 2 hours,-3.656847°,38.121278°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-9762,165,12163]",N,0,N,2
493,Lion: 8530,IR-SAT Tag,72,2/11/2025 5:46,Every 2 hours,-3.631547°,38.174647°,(-),10 meters,0 km/h,3.65 Volt,40°C,(-),Y,"[14927,1466,-6940]",N,0,N,2
494,Lion: 8529,IR-SAT Tag,72,2/11/2025 5:55,Every 2 hours,-3.492397°,38.194220°,(-),10 meters,0 km/h,3.64 Volt,37°C,(-),Y,"[15288,2679,-4047]",N,0,N,2
495,Lion: 8528,IR-SAT Tag,72,2/11/2025 6:00,Every 2 hours,-3.604020°,38.219860°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-8248,-4712,12128]",N,0,N,2
496,Lion: 8531,IR-SAT Tag,72,2/11/2025 7:43,Every 2 hours,-3.656670°,38.120988°,(-),<10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-12543,-2401,8733]",N,0,N,2
497,Lion: 8530,IR-SAT Tag,72,2/11/2025 7:47,Every 2 hours,-3.631527°,38.174668°,(-),<10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[-8440,-739,12947]",N,0,Y,0
498,Lion: 8529,IR-SAT Tag,72,2/11/2025 7:55,Every 2 hours,-3.492385°,38.194207°,(-),10 meters,2 km/h,3.64 Volt,35°C,(-),Y,"[15537,698,-3838]",N,0,N,2
499,Lion: 8528,IR-SAT Tag,72,2/11/2025 8:00,Every 2 hours,-3.604737°,38.220500°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[676,-5825,14262]",N,0,Y,0
500,Lion: 8531,IR-SAT Tag,72,2/11/2025 9:43,Every 2 hours,-3.656330°,38.121128°,(-),10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[16475,-406,-1089]",N,0,Y,1
501,Lion: 8530,IR-SAT Tag,72,2/11/2025 9:47,Every 2 hours,-3.631335°,38.174652°,(-),10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[11136,-3525,10555]",N,0,Y,0
502,Lion: 8529,IR-SAT Tag,72,2/11/2025 9:57,Every 2 hours,-3.491992°,38.194707°,(-),90 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[-13283,434,-9154]",N,0,N,2
503,Lion: 8528,IR-SAT Tag,72,2/11/2025 10:00,Every 2 hours,-3.604717°,38.220778°,(-),<10 meters,0 km/h,3.69 Volt,32°C,(-),Y,"[15780,2977,2874]",N,0,Y,0
504,Lion: 8531,IR-SAT Tag,72,2/11/2025 11:44,Every 2 hours,-3.656355°,38.121092°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[-12784,-1135,8727]",N,0,N,2
505,Lion: 8530,IR-SAT Tag,72,2/11/2025 11:49,Every 2 hours,-3.618668°,38.167323°,(-),10 meters,3 km/h,3.64 Volt,31°C,(-),Y,"[6865,-1710,10812]",N,0,Y,0
506,Lion: 8529,IR-SAT Tag,72,2/11/2025 11:58,Every 2 hours,-3.491907°,38.194685°,(-),20 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[-15882,1352,-2882]",N,0,Y,0
507,Lion: 8528,IR-SAT Tag,72,2/11/2025 12:00,Every 2 hours,-3.604705°,38.220693°,(-),10 meters,0 km/h,3.69 Volt,31°C,(-),Y,"[5192,5033,14161]",N,0,N,2
508,Lion: 8531,IR-SAT Tag,72,2/11/2025 13:45,Every 2 hours,-3.656448°,38.121130°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[15830,1122,-4520]",N,0,Y,0
509,Lion: 8530,IR-SAT Tag,72,2/11/2025 13:49,Every 2 hours,-3.610755°,38.163717°,(-),10 meters,0 km/h,3.64 Volt,30°C,(-),Y,"[7491,-799,14071]",N,0,Y,1
510,Lion: 8529,IR-SAT Tag,72,2/11/2025 13:58,Every 2 hours,-3.491902°,38.194667°,(-),10 meters,0 km/h,3.63 Volt,29°C,(-),Y,"[14325,4634,-5749]",N,0,N,2
511,Lion: 8528,IR-SAT Tag,72,2/11/2025 14:00,Every 2 hours,-3.604652°,38.220815°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[-14101,7318,-2306]",N,0,Y,0
512,Lion: 8531,IR-SAT Tag,72,2/11/2025 15:45,Every 2 hours,-3.656443°,38.121160°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[8504,2473,23109]",N,0,Y,0
513,Lion: 8530,IR-SAT Tag,72,2/11/2025 15:50,Every 2 hours,-3.594090°,38.155917°,(-),<10 meters,0 km/h,3.64 Volt,29°C,(-),Y,"[16586,1401,1338]",N,0,Y,0
514,Lion: 8529,IR-SAT Tag,72,2/11/2025 15:58,Every 2 hours,-3.491908°,38.194670°,(-),<10 meters,0 km/h,3.63 Volt,27°C,(-),Y,"[-5173,7500,13438]",N,0,Y,0
515,Lion: 8528,IR-SAT Tag,72,2/11/2025 16:00,Every 2 hours,-3.604662°,38.220815°,(-),10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[3412,7502,13687]",N,0,Y,0
516,Lion: 8531,IR-SAT Tag,72,2/11/2025 17:46,Every 2 hours,-3.656377°,38.121122°,(-),<10 meters,0 km/h,3.69 Volt,29°C,(-),Y,"[-13702,243,7335]",N,0,Y,0
517,Lion: 8530,IR-SAT Tag,72,2/11/2025 17:50,Every 2 hours,-3.579237°,38.143247°,(-),10 meters,0 km/h,3.65 Volt,30°C,(-),Y,"[3933,-10916,10635]",N,0,Y,0
518,Lion: 8529,IR-SAT Tag,72,2/11/2025 17:59,Every 2 hours,-3.491822°,38.194617°,(-),10 meters,0 km/h,3.63 Volt,32°C,(-),Y,"[-12547,-2842,-9495]",N,0,N,2
519,Lion: 8528,IR-SAT Tag,72,2/11/2025 18:00,Every 2 hours,-3.602767°,38.218702°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[7697,-6089,13095]",N,0,Y,0
520,Lion: 8531,IR-SAT Tag,72,2/11/2025 19:46,Every 2 hours,-3.656393°,38.121130°,(-),10 meters,0 km/h,3.69 Volt,30°C,(-),Y,"[10972,-3545,11272]",N,0,Y,0
521,Lion: 8530,IR-SAT Tag,72,2/11/2025 19:52,Every 2 hours,-3.576935°,38.142105°,(-),<10 meters,0 km/h,3.65 Volt,31°C,(-),Y,"[14347,4341,-6945]",N,0,Y,0
522,Lion: 8529,IR-SAT Tag,72,2/11/2025 20:00,Every 2 hours,-3.491868°,38.194522°,(-),<10 meters,0 km/h,3.63 Volt,31°C,(-),Y,"[-15556,4886,406]",N,0,N,2
523,Lion: 8528,IR-SAT Tag,72,2/11/2025 20:00,Every 2 hours,-3.605947°,38.216445°,(-),<10 meters,3 km/h,3.69 Volt,30°C,(-),Y,"[6738,1725,13653]",N,0,Y,0
524,Lion: 8531,IR-SAT Tag,72,2/11/2025 21:47,Every 2 hours,-3.656072°,38.121362°,(-),<10 meters,0 km/h,3.69 Volt,36°C,(-),Y,"[5469,1373,13015]",N,0,Y,1
525,Lion: 8530,IR-SAT Tag,72,2/11/2025 21:52,Every 2 hours,-3.576987°,38.142058°,(-),<10 meters,0 km/h,3.65 Volt,33°C,(-),Y,"[14575,-638,-7607]",N,0,Y,0
526,Lion: 8528,IR-SAT Tag,72,2/11/2025 22:00,Every 2 hours,-3.608972°,38.213727°,(-),10 meters,0 km/h,3.69 Volt,33°C,(-),Y,"[1418,1672,15421]",N,0,N,2
527,Lion: 8529,IR-SAT Tag,72,2/11/2025 22:00,Every 2 hours,-3.491897°,38.194760°,(-),10 meters,0 km/h,3.63 Volt,30°C,(-),Y,"[15427,1373,-4135]",N,0,N,2
528,Lion: 8531,IR-SAT Tag,72,2/11/2025 23:48,Every 2 hours,-3.656098°,38.121357°,(-),<10 meters,0 km/h,3.69 Volt,37°C,(-),Y,"[15948,2689,3176]",N,0,Y,0
529,Lion: 8530,IR-SAT Tag,72,2/11/2025 23:53,Every 2 hours,-3.576962°,38.142138°,(-),<10 meters,0 km/h,3.65 Volt,39°C,(-),Y,"[3768,-9173,12453]",N,0,Y,0
530,Lion: 8528,IR-SAT Tag,72,2/12/2025 0:00,Every 2 hours,-3.607248°,38.222202°,(-),10 meters,4 km/h,3.69 Volt,46°C,(-),Y,"[6845,1306,14502]",N,0,N,2
531,Lion: 8529,IR-SAT Tag,72,2/12/2025 0:00,Every 2 hours,-3.491887°,38.194708°,(-),10 meters,0 km/h,3.63 Volt,34°C,(-),Y,"[-7301,1236,14193]",N,0,N,2
532,Lion: 8531,IR-SAT Tag,72,2/12/2025 1:49,Every 2 hours,-3.656098°,38.121325°,(-),<10 meters,0 km/h,3.69 Volt,38°C,(-),Y,"[8826,-5501,12139]",N,0,Y,0
533,Lion: 8530,IR-SAT Tag,72,2/12/2025 1:53,Every 2 hours,-3.576643°,38.141638°,(-),10 meters,1 km/h,3.65 Volt,41°C,(-),Y,"[2794,5860,-14373]",N,0,N,2
534,Lion: 8528,IR-SAT Tag,72,2/12/2025 2:00,Every 2 hours,-3.607285°,38.222238°,(-),10 meters,0 km/h,3.69 Volt,42°C,(-),Y,"[-8123,437,13199]",N,0,N,2
535,Lion: 8529,IR-SAT Tag,72,2/12/2025 2:02,Every 2 hours,-3.491883°,38.194835°,(-),<10 meters,0 km/h,3.64 Volt,38°C,(-),Y,"[-10062,2386,12252]",N,0,Y,0
536,Lion: 8531,IR-SAT Tag,72,2/12/2025 3:49,Every 2 hours,-3.656082°,38.121372°,(-),10 meters,0 km/h,3.69 Volt,41°C,(-),Y,"[16305,2482,1574]",N,0,N,3
537,Lion: 8530,IR-SAT Tag,72,2/12/2025 3:54,Every 2 hours,-3.575335°,38.141870°,(-),<10 meters,0 km/h,3.64 Volt,46°C,(-),Y,"[9050,-10378,8346]",N,0,Y,0
538,Lion: 8528,IR-SAT Tag,72,2/12/2025 4:00,Every 2 hours,-3.607333°,38.222223°,(-),10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-740,-4718,14575]",N,0,Y,0
539,Lion: 8529,IR-SAT Tag,72,2/12/2025 4:02,Every 2 hours,-3.492337°,38.194233°,(-),<10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[3632,4737,14810]",N,0,Y,0
540,Lion: 8531,IR-SAT Tag,72,2/12/2025 5:50,Every 2 hours,-3.656112°,38.121355°,(-),<10 meters,0 km/h,3.69 Volt,39°C,(-),Y,"[-412,-9716,12117]",N,0,Y,1
541,Lion: 8530,IR-SAT Tag,72,2/12/2025 5:55,Every 2 hours,-3.576633°,38.141618°,(-),10 meters,0 km/h,3.64 Volt,41°C,(-),Y,"[16630,742,-716]",N,0,Y,0
542,Lion: 8528,IR-SAT Tag,72,2/12/2025 6:00,Every 2 hours,-3.607310°,38.222237°,(-),10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[15802,-3025,1022]",N,0,N,2
543,Lion: 8529,IR-SAT Tag,72,2/12/2025 6:03,Every 2 hours,-3.492372°,38.194233°,(-),10 meters,0 km/h,3.64 Volt,39°C,(-),Y,"[-12567,-5658,7857]",N,0,Y,1
544,Lion: 8531,IR-SAT Tag,72,2/12/2025 7:51,Every 2 hours,-3.656097°,38.121425°,(-),<10 meters,0 km/h,3.69 Volt,40°C,(-),Y,"[-11158,1762,10735]",N,0,Y,0
545,Lion: 8530,IR-SAT Tag,72,2/12/2025 7:56,Every 2 hours,-3.576667°,38.141648°,(-),10 meters,0 km/h,3.65 Volt,39°C,(-),Y,"[16616,-402,1787]",N,0,Y,0
547,Lion: 8529,IR-SAT Tag,72,2/12/2025 8:04,Every 2 hours,-3.492292°,38.194210°,(-),<10 meters,0 km/h,3.64 Volt,35°C,(-),Y,"[12643,-1098,-9666]",N,0,N,2
548,Lion: 8531,IR-SAT Tag,72,2/12/2025 9:51,Every 2 hours,-3.656338°,38.121065°,(-),10 meters,0 km/h,3.69 Volt,34°C,(-),Y,"[14841,-156,-7112]",N,0,N,4
549,Lion: 8530,IR-SAT Tag,72,2/12/2025 9:56,Every 2 hours,-3.570975°,38.137432°,(-),<10 meters,0 km/h,3.64 Volt,33°C,(-),Y,"[7397,-9027,10913]",N,0,Y,0
550,Lion: 8528,IR-SAT Tag,72,2/12/2025 10:00,Every 2 hours,-3.608848°,38.212638°,(-),10 meters,3 km/h,3.69 Volt,33°C,(-),Y,"[7727,1105,17529]",N,0,Y,0
551,Lion: 8529,IR-SAT Tag,72,2/12/2025 10:04,Every 2 hours,-3.482612°,38.183935°,(-),<10 meters,3 km/h,3.64 Volt,31°C,(-),Y,"[6923,2301,15159]",N,0,Y,0
